point_id,county_fips,latitude,longitude,weight
tract-37021002206,37021,35.5020846,-82.5053243,896
tract-37021002303,37021,35.4608866,-82.5727567,1175
tract-37021002304,37021,35.452718,-82.6199323,382
tract-37021002305,37021,35.5074363,-82.6558325,960
tract-37021002306,37021,35.5342985,-82.5963832,557
tract-37021002401,37021,35.485319,-82.7549939,537
tract-37021002402,37021,35.4713253,-82.7050248,706
tract-37021002503,37021,35.5435554,-82.7196783,790
tract-37021002504,37021,35.5676668,-82.7256343,951
tract-37021002505,37021,35.5681755,-82.6680939,829
tract-37021002506,37021,35.5869732,-82.6512962,559
tract-37021002603,37021,35.6461407,-82.7893106,735
tract-37021002604,37021,35.6866884,-82.6827896,1419
tract-37021002606,37021,35.643985,-82.6590655,841
tract-37021002607,37021,35.6342979,-82.6148321,737
tract-37021002608,37021,35.6106682,-82.6858471,571
tract-37021002609,37021,35.6451236,-82.6993953,216
tract-37021002701,37021,35.6756825,-82.6033401,734
tract-37021002702,37021,35.705975,-82.5789043,1111
tract-37021002704,37021,35.6888391,-82.5232384,1076
tract-37021002705,37021,35.6988106,-82.4509565,261
tract-37021002803,37021,35.7328817,-82.6147787,691
tract-37021002804,37021,35.7504108,-82.5373328,1180
tract-37021002900,37021,35.7713993,-82.3792437,1022
tract-37021003002,37021,35.6141955,-82.3976703,2089
tract-37021003003,37021,35.5996994,-82.4646274,972
tract-37021003004,37021,35.6373813,-82.4509973,560
tract-37021003103,37021,35.5918424,-82.3385987,469
tract-37021003105,37021,35.6275198,-82.2904883,892
tract-37021003106,37021,35.7006079,-82.3124706,199
tract-37021003107,37021,35.6264532,-82.3456332,824
tract-37021003108,37021,35.6877735,-82.3555208,267
tract-37021003201,37021,35.5462131,-82.4843624,387
tract-37021003202,37021,35.4998847,-82.4554357,749
tract-37021003203,37021,35.5415806,-82.4373634,946
tract-37021003204,37021,35.5174215,-82.3780416,1186
tract-37021003205,37021,35.5233277,-82.2635354,229
tract-37023020100,37023,35.8229658,-81.6671488,646
tract-37023020202,37023,35.7739461,-81.7359734,750
tract-37023020203,37023,35.8554345,-81.8755249,790
tract-37023020204,37023,35.8039948,-81.8008585,427
tract-37023020301,37023,35.7103261,-81.8190141,870
tract-37023020303,37023,35.6934159,-81.7632051,892
tract-37023020304,37023,35.6458032,-81.8012763,555
tract-37023020500,37023,35.7519415,-81.6986623,380
tract-37023020600,37023,35.7549587,-81.6728165,976
tract-37023020801,37023,35.7643139,-81.6150935,1193
tract-37023020802,37023,35.7316409,-81.6304353,541
tract-37023020901,37023,35.7605357,-81.5425419,616
tract-37023020902,37023,35.7370901,-81.5571077,781
tract-37023021000,37023,35.7498858,-81.4646362,806
tract-37023021100,37023,35.7400742,-81.4160037,870
tract-37023021201,37023,35.697678,-81.5918285,1054
tract-37023021202,37023,35.6923105,-81.4770785,693
tract-37023021203,37023,35.6503914,-81.5375599,675
tract-37023021301,37023,35.6808305,-81.6823365,717
tract-37023021302,37023,35.617954,-81.6582038,642
tract-37023021400,37023,35.7286661,-81.7121721,827
tract-37025040501,37025,35.3430747,-80.5546617,929
tract-37025040502,37025,35.3789627,-80.5208637,1068
tract-37025040600,37025,35.4640602,-80.5073215,1000
tract-37025040701,37025,35.4976616,-80.5817529,310
tract-37025040703,37025,35.4615781,-80.6009999,241
tract-37025040704,37025,35.4783068,-80.5976744,585
tract-37025040705,37025,35.4938416,-80.5918684,614
tract-37025040800,37025,35.4905774,-80.6179974,670
tract-37025040900,37025,35.4640671,-80.6148394,293
tract-37025041001,37025,35.4839057,-80.6420394,541
tract-37025041002,37025,35.4978869,-80.6330379,367
tract-37025041100,37025,35.4589708,-80.6346627,1014
tract-37025041201,37025,35.4834448,-80.6960213,629
tract-37025041202,37025,35.458206,-80.6715841,1264
tract-37025041301,37025,35.4686575,-80.7484576,1193
tract-37025041304,37025,35.4330687,-80.7459596,603
tract-37025041305,37025,35.419179,-80.716081,407
tract-37025041306,37025,35.395194,-80.7269366,455
tract-37025041307,37025,35.4003892,-80.7511964,863
tract-37025041503,37025,35.3238428,-80.5806243,734
tract-37025041504,37025,35.3186385,-80.6191319,650
tract-37025041505,37025,35.3036585,-80.6597185,940
tract-37025041506,37025,35.2744575,-80.6423439,1137
tract-37025041507,37025,35.2802568,-80.6003441,580
tract-37025041602,37025,35.3434973,-80.4619357,623
tract-37025041603,37025,35.2309372,-80.5334676,924
tract-37025041604,37025,35.2854473,-80.5089544,1075
tract-37025041701,37025,35.39808,-80.4047449,718
tract-37025041702,37025,35.4608832,-80.3967588,569
tract-37025041901,37025,35.4112779,-80.6060323,478
tract-37025041902,37025,35.413792,-80.5926482,460
tract-37025042000,37025,35.3758415,-80.6155081,926
tract-37025042101,37025,35.3949811,-80.5825114,417
tract-37025042102,37025,35.3733399,-80.5895258,526
tract-37025042201,37025,35.3804572,-80.5671878,333
tract-37025042202,37025,35.4011251,-80.5565361,541
tract-37025042300,37025,35.4209195,-80.5778739,732
tract-37025042401,37025,35.4444251,-80.5868519,741
tract-37025042402,37025,35.4358549,-80.6191746,536
tract-37025042501,37025,35.4202718,-80.6416573,672
tract-37025042502,37025,35.4055435,-80.6213686,537
tract-37025042503,37025,35.4055542,-80.6530631,963
tract-37025042504,37025,35.391337,-80.6466188,249
tract-37025042601,37025,35.3927541,-80.6792491,1131
tract-37025042602,37025,35.3750708,-80.692239,496
tract-37025042603,37025,35.3528666,-80.6537615,1448
tract-37025042604,37025,35.3299994,-80.6560739,755
tract-37027030100,37027,35.9166238,-81.5413401,1128
tract-37027030200,37027,35.9225523,-81.5827634,1187
tract-37027030300,37027,35.8783948,-81.5561571,636
tract-37027030400,37027,35.8681457,-81.5174085,576
tract-37027030500,37027,35.9197451,-81.5071323,1211
tract-37027030600,37027,35.8552621,-81.4788172,634
tract-37027030700,37027,35.8291934,-81.5107136,1166
tract-37027030801,37027,35.8156554,-81.5551973,617
tract-37027030802,37027,35.8385388,-81.5916735,813
tract-37027030900,37027,35.9509252,-81.696243,719
tract-37027031000,37027,36.0575861,-81.6024925,554
tract-37027031100,37027,36.0001013,-81.4591576,699
tract-37027031201,37027,35.9347934,-81.3922821,803
tract-37027031202,37027,35.8670013,-81.4560294,1009
tract-37027031301,37027,35.8004323,-81.3788142,798
tract-37027031302,37027,35.8334125,-81.3807762,620
tract-37027031401,37027,35.7931298,-81.4923341,577
tract-37027031402,37027,35.7730352,-81.4066631,504
tract-37027031403,37027,35.8162107,-81.4484347,255
tract-37029950101,37029,36.4585546,-76.3175111,1091
tract-37029950102,37029,36.2430573,-75.9895585,478
tract-37031970101,37031,34.8896386,-76.3524929,174
tract-37031970102,37031,34.9342725,-76.4740805,607
tract-37031970103,37031,34.746682,-76.5410438,480
tract-37031970200,37031,34.7058365,-76.5344259,297
tract-37031970301,37031,34.8294281,-76.655385,1106
tract-37031970304,37031,34.7135989,-76.6264509,661
tract-37031970305,37031,34.7206525,-76.668795,370
tract-37031970401,37031,34.7292352,-76.7555858,246
tract-37031970402,37031,34.7239933,-76.7087383,220
tract-37031970403,37031,34.719317,-76.7147695,240
tract-37031970501,37031,34.7487586,-76.8065393,593
tract-37031970502,37031,34.7517653,-76.7387561,452
tract-37031970503,37031,34.7349302,-76.7495272,352
tract-37031970504,37031,34.750188,-76.7110611,382
tract-37031970601,37031,34.7234135,-76.9183102,246
tract-37031970602,37031,34.7298329,-76.8784489,247
tract-37031970603,37031,34.7402425,-76.8587875,341
tract-37031970606,37031,34.7305875,-76.8143349,866
tract-37031970701,37031,34.7480559,-76.91659,263
tract-37031970702,37031,34.7975248,-76.9048924,552
tract-37031970703,37031,34.7901045,-76.863669,710
tract-37031970704,37031,34.8154007,-76.780685,472
tract-37031970801,37031,34.7674184,-77.1097582,625
tract-37031970804,37031,34.7261934,-77.0116721,939
tract-37031970805,37031,34.7817392,-77.0184797,208
tract-37031970806,37031,34.6851343,-77.0891914,897
tract-37031970903,37031,34.7011054,-76.9739116,455
tract-37031970904,37031,34.6619405,-77.0692195,771
tract-37031971003,37031,34.6972082,-76.8319128,474
tract-37031971103,37031,34.7037851,-76.7332127,379
tract-37033930100,37033,36.4955611,-79.2246812,469
tract-37033930200,37033,36.4264895,-79.3169707,946
tract-37033930300,37033,36.4986396,-79.4247909,617
tract-37033930400,37033,36.425188,-79.454496,384
tract-37033930500,37033,36.3006633,-79.4496379,671
tract-37033930600,37033,36.3078018,-79.2500418,967
tract-37035010101,37035,35.76899,-81.1370266,1306
tract-37035010102,37035,35.7172641,-81.1720024,819
tract-37035010201,37035,35.78177,-81.2003345,710
tract-37035010203,37035,35.7529032,-81.2288099,641
tract-37035010204,37035,35.7222789,-81.2421456,534
tract-37035010301,37035,35.7888753,-81.257923,726
tract-37035010302,37035,35.7816209,-81.2997355,782
tract-37035010303,37035,35.7534982,-81.2686032,798
tract-37035010304,37035,35.738694,-81.2767062,518
tract-37035010402,37035,35.7460033,-81.3237246,538
tract-37035010403,37035,35.7661473,-81.3206069,613
tract-37035010404,37035,35.753099,-81.3124947,501
tract-37035010501,37035,35.750487,-81.3459404,679
tract-37035010502,37035,35.7850527,-81.3338145,740
tract-37035010600,37035,35.74377,-81.3655745,1107
tract-37035010700,37035,35.7257957,-81.375382,423
tract-37035010900,37035,35.7214302,-81.3325203,508
tract-37035011000,37035,35.7196933,-81.2931583,347
tract-37035011101,37035,35.696628,-81.3846002,499
tract-37035011102,37035,35.6904207,-81.3233771,1163
tract-37035011200,37035,35.6671478,-81.2289815,1035
tract-37035011300,37035,35.6701747,-81.1936768,929
tract-37035011401,37035,35.6953693,-81.1390943,678
tract-37035011402,37035,35.6449024,-81.127896,627
tract-37035011501,37035,35.6380086,-81.0599367,1148
tract-37035011503,37035,35.6501681,-80.9998809,916
tract-37035011505,37035,35.590104,-80.9838978,1009
tract-37035011506,37035,35.5566814,-81.0120491,663
tract-37035011601,37035,35.6116762,-81.1722526,888
tract-37035011602,37035,35.5758659,-81.1305017,966
tract-37035011701,37035,35.6698506,-81.2658481,765
tract-37035011702,37035,35.5977295,-81.2771671,1319
tract-37035011801,37035,35.6536727,-81.4029024,1129
tract-37035011802,37035,35.606288,-81.4079111,1004
tract-37037020103,37037,35.8420429,-79.053972,1037
tract-37037020104,37037,35.7960684,-79.053233,1393
tract-37037020105,37037,35.840544,-79.1118722,1637
tract-37037020107,37037,35.8490588,-79.1887939,592
tract-37037020108,37037,35.8061687,-79.1341007,350
tract-37037020201,37037,35.8018211,-79.4505658,545
tract-37037020202,37037,35.7996844,-79.2649943,1022
tract-37037020203,37037,35.7291272,-79.3082367,361
tract-37037020300,37037,35.6925992,-79.4750166,461
tract-37037020401,37037,35.71226,-79.464917,772
tract-37037020402,37037,35.7506809,-79.4658257,916
tract-37037020500,37037,35.5912562,-79.4799628,522
tract-37037020600,37037,35.6050544,-79.2879184,1144
tract-37037020702,37037,35.6676277,-79.0132905,984
tract-37037020703,37037,35.8269453,-78.9471728,1159
tract-37037020704,37037,35.8445461,-78.9899416,443
tract-37037020801,37037,35.7085378,-79.2112,876
tract-37037020802,37037,35.7524973,-79.1305411,384
tract-37037020803,37037,35.7101189,-79.0996646,440
tract-37039930101,37039,35.1895975,-83.8270108,385
tract-37039930102,37039,35.2082598,-83.7809255,420
tract-37039930200,37039,35.1843905,-83.8964523,486
tract-37039930300,37039,35.188467,-84.1095902,496
tract-37039930401,37039,35.1178055,-83.9475405,918
tract-37039930402,37039,35.1628397,-83.9838,312
tract-37039930501,37039,35.0344754,-83.9938475,519
tract-37039930502,37039,35.0392653,-84.0466021,1060
tract-37039930603,37039,35.1040991,-84.1844493,548
tract-37039930604,37039,35.0187683,-84.0969495,348
tract-37039930605,37039,35.0065044,-84.219099,383
tract-37039930606,37039,35.0645601,-84.2480484,461
tract-37041930101,37041,36.0477077,-76.6502487,1147
tract-37041930102,37041,36.0504378,-76.5032702,504
tract-37041930201,37041,36.2298053,-76.6631703,747
tract-37041930202,37041,36.1279996,-76.6341756,472
tract-37043950101,37043,35.0143215,-83.6527575,641
tract-37043950102,37043,35.1206932,-83.7653432,767
tract-37043950201,37043,35.011419,-83.8457485,482
tract-37043950202,37043,35.0348741,-83.9210014,714
tract-37045950101,37045,35.5118631,-81.595982,906
tract-37045950102,37045,35.4191855,-81.6513063,630
tract-37045950200,37045,35.4081477,-81.5292883,714
tract-37045950301,37045,35.3533172,-81.4436889,786
tract-37045950302,37045,35.287794,-81.4128355,1214
tract-37045950400,37045,35.2395219,-81.3663958,1150
tract-37045950500,37045,35.2235948,-81.354016,675
tract-37045950601,37045,35.2401202,-81.4195325,464
tract-37045950603,37045,35.1906367,-81.3794493,666
tract-37045950604,37045,35.192722,-81.4673805,659
tract-37045950701,37045,35.28941,-81.4771935,812
tract-37045950702,37045,35.2714318,-81.5007483,604
tract-37045950800,37045,35.3432828,-81.5171013,882
tract-37045950900,37045,35.308493,-81.5394772,605
tract-37045951000,37045,35.290613,-81.5258143,634
tract-37045951100,37045,35.2921971,-81.553106,639
tract-37045951200,37045,35.2661212,-81.5589754,966
tract-37045951300,37045,35.3174568,-81.5868482,533
tract-37045951400,37045,35.3271529,-81.6656022,888
tract-37045951501,37045,35.2501871,-81.6996053,634
tract-37045951502,37045,35.195614,-81.6854766,128
tract-37045951503,37045,35.2344428,-81.6219358,387
tract-37045951601,37045,35.2079344,-81.5691313,616
tract-37045951602,37045,35.2304996,-81.5041012,768
tract-37047930100,37047,34.3293756,-78.2618727,832
tract-37047930200,37047,34.2767675,-78.3632311,306
tract-37047930300,37047,34.3285511,-78.512065,426
tract-37047930400,37047,34.338158,-78.6088151,664
tract-37047930500,37047,34.4040593,-78.8626385,623
tract-37047930600,37047,34.2820986,-78.9447753,347
tract-37047930700,37047,34.3174194,-78.8298159,646
tract-37047930800,37047,34.3802753,-78.7323803,794
tract-37047930900,37047,34.3159737,-78.7391773,602
tract-37047931000,37047,34.2735881,-78.7166122,840
tract-37047931100,37047,34.1820239,-78.7621173,525
tract-37047931201,37047,34.1724021,-78.8558309,816
tract-37047931202,37047,34.1145872,-78.7951359,353
tract-37047931301,37047,34.0358164,-78.6654549,310
tract-37047931302,37047,34.1544211,-78.5521252,538
tract-37049960101,37049,35.0963314,-76.9793914,1023
tract-37049960102,37049,35.2022336,-77.0054376,637
tract-37049960201,37049,35.2809736,-77.2045861,615
tract-37049960202,37049,35.3219878,-77.1135068,551
tract-37049960301,37049,35.1894497,-77.2101881,525
tract-37049960302,37049,35.238173,-77.3624857,568
tract-37049960401,37049,35.1136036,-77.1527876,911
tract-37049960402,37049,35.0894163,-77.0954951,638
tract-37049960403,37049,35.0820082,-77.0919627,983
tract-37049960404,37049,35.0711096,-77.1618042,659
tract-37049960501,37049,35.1466909,-77.1426583,810
tract-37049960502,37049,35.1518375,-77.1044713,596
tract-37049960600,37049,35.1154121,-77.0769298,792
tract-37049960700,37049,35.1050314,-77.0672539,367
tract-37049960800,37049,35.1199892,-77.0479511,487
tract-37049960900,37049,35.1088154,-77.0386751,401
tract-37049961002,37049,35.0453686,-76.9980974,735
tract-37049961003,37049,35.0347768,-77.0236263,1189
tract-37049961004,37049,34.9961832,-77.0520316,953
tract-37049961101,37049,34.9754856,-76.9489615,785
tract-37049961102,37049,34.8854343,-77.0300814,503
tract-37049961201,37049,34.9371448,-76.9171446,122
tract-37049961202,37049,34.9263389,-76.8707029,34
tract-37049961301,37049,34.8541188,-76.9237308,325
tract-37049961302,37049,34.8607796,-76.8419004,593
tract-37049961303,37049,34.9105699,-76.7705881,566
tract-37051000200,37051,35.037946,-78.8710644,333
tract-37051000500,37051,35.0251676,-78.9012206,325
tract-37051000600,37051,35.033846,-78.9166025,981
tract-37051000701,37051,35.0527315,-78.9350377,836
tract-37051000702,37051,35.0437795,-78.9113764,373
tract-37051000800,37051,35.060178,-78.8960324,387
tract-37051000900,37051,35.0721808,-78.9141409,857
tract-37051001000,37051,35.0831932,-78.911051,305
tract-37051001100,37051,35.0894671,-78.8958375,447
tract-37051001200,37051,35.0923332,-78.8814347,836
tract-37051001401,37051,35.012424,-78.8033925,755
tract-37051001402,37051,35.0402737,-78.8395153,269
tract-37051001500,37051,34.9854018,-78.8832938,350
tract-37051001603,37051,35.0010221,-78.9229533,613
tract-37051001604,37051,34.9927439,-78.9131949,997
tract-37051001605,37051,34.9750562,-78.9612332,623
tract-37051001606,37051,34.9691219,-78.932713,615
tract-37051001701,37051,35.0228247,-78.938218,390
tract-37051001702,37051,35.0038327,-78.9449592,592
tract-37051001800,37051,35.0352611,-78.9412608,376
tract-37051001901,37051,34.9984406,-78.9658174,330
tract-37051001902,37051,35.0242949,-78.9569863,644
tract-37051001903,37051,35.0253629,-78.9682769,628
tract-37051002001,37051,35.0691784,-78.9639673,339
tract-37051002002,37051,35.0504815,-78.9629127,479
tract-37051002100,37051,35.0714297,-78.9369374,486
tract-37051002200,37051,35.0963021,-78.9647578,265
tract-37051002301,37051,35.0928507,-78.9373372,495
tract-37051002302,37051,35.1012348,-78.945928,127
tract-37051002401,37051,35.1083189,-78.9316079,220
tract-37051002402,37051,35.1071809,-78.9175357,636
tract-37051002501,37051,35.1157425,-78.8978766,1172
tract-37051002503,37051,35.135922,-78.8847111,580
tract-37051002504,37051,35.1588882,-78.8988014,1041
tract-37051002505,37051,35.118899,-78.8687018,389
tract-37051002506,37051,35.1458412,-78.8630749,268
tract-37051002600,37051,35.1539086,-78.7702374,927
tract-37051002701,37051,35.1326337,-78.6864703,474
tract-37051002702,37051,35.0631798,-78.7617011,1164
tract-37051002801,37051,35.003594,-78.7214774,626
tract-37051002802,37051,35.0317887,-78.6837135,355
tract-37051002900,37051,34.8984984,-78.6772362,717
tract-37051003002,37051,34.9222106,-78.8228948,426
tract-37051003003,37051,34.9062379,-78.9072514,1004
tract-37051003004,37051,34.8852267,-78.8689318,1228
tract-37051003102,37051,34.9629983,-79.0216412,702
tract-37051003103,37051,34.9619383,-78.9848678,877
tract-37051003105,37051,34.9469395,-78.9604581,521
tract-37051003106,37051,34.9340937,-78.9513522,346
tract-37051003203,37051,35.0268143,-78.9798186,723
tract-37051003205,37051,35.0274026,-79.0141829,784
tract-37051003206,37051,35.0093653,-79.0400437,945
tract-37051003207,37051,34.9902288,-78.9958033,998
tract-37051003208,37051,35.0297398,-78.9906416,410
tract-37051003209,37051,35.0123774,-78.9937676,467
tract-37051003302,37051,35.0512889,-78.9930864,526
tract-37051003304,37051,35.0922341,-78.9809472,762
tract-37051003307,37051,35.0509716,-79.0219888,479
tract-37051003310,37051,35.0664528,-79.006103,458
tract-37051003311,37051,35.0615118,-79.0052574,155
tract-37051003312,37051,35.0652978,-79.0574315,1318
tract-37051003313,37051,35.0482482,-79.0742865,733
tract-37051003314,37051,35.0472473,-79.0485159,785
tract-37051003315,37051,35.0888246,-79.0027768,521
tract-37051003316,37051,35.0928254,-79.0173507,258
tract-37051003317,37051,35.0746829,-78.9910825,542
tract-37051003318,37051,35.0778174,-79.0070409,199
tract-37051003401,37051,35.174034,-79.006925,65
